Case ID,Activity,Start Date,End Date,Agent Position,Customer ID,Product,Service Type,Resource
Case 1007,Inbound Call,11.3.10 16:05,11.3.10 16:08,FL,Customer 844,iPhone,Referred to Servicer,Mary
Case 1008,Inbound Call,29.3.10 7:14,29.3.10 7:15,FL,Customer 3,MacBook Pro,Product Assistance,David
Case 1009,Inbound Call,28.3.10 13:31,28.3.10 13:32,FL,Customer 845,iPhone,Referred to Servicer,Anne
Case 1010,Inbound Call,21.3.10 15:15,21.3.10 15:19,BL,Customer 846,iPhone,Referred to Servicer,Steve
Case 1011,Inbound Call,12.3.10 7:53,12.3.10 7:59,FL,Customer 847,MacBook Pro,Referred to Servicer,Susi
Case 1012,Inbound Call,5.3.10 16:06,5.3.10 16:08,FL,Customer 3,iPhone,Product Assistance,Clark
Case 1014,Inbound Call,5.3.10 8:23,5.3.10 8:24,FL,Customer 849,iPhone,Product Assistance,Maja
Case 1015,Inbound Call,4.3.10 17:36,4.3.10 17:41,BL,Customer 850,MacBook Pro,Referred to Servicer,Steve
Case 1015,Inbound Call,20.3.10 17:36,20.3.10 17:37,FL,Customer 850,MacBook Pro,Referred to Servicer,Nancy
Case 1016,Inbound Call,18.3.10 9:44,18.3.10 9:45,FL,Customer 851,MacBook Pro,Product Assistance,Henk
Case 1017,Inbound Call,19.3.10 12:43,19.3.10 12:52,FL,Customer 852,iPhone,Product Assistance,Susi
Case 1018,Inbound Call,16.3.10 9:35,16.3.10 9:36,FL,Customer 853,iPhone,Product Assistance,Wil
Case 1020,Inbound Call,25.3.10 13:49,25.3.10 13:57,FL,Customer 3,iPhone,Product Assistance,Wil
Case 1021,Inbound Call,20.3.10 15:41,20.3.10 15:42,FL,Customer 3,iPhone,Product Assistance,Nancy
Case 1024,Inbound Call,2.3.10 7:57,2.3.10 8:18,FL,Customer 857,iPhone,Referred to Servicer,Kenny
Case 1025,Inbound Call,22.3.10 10:55,22.3.10 10:57,FL,Customer 673,iPhone,Product Assistance,Jochem
Case 1025,Inbound Call,22.3.10 10:58,22.3.10 10:58,FL,Customer 673,iPhone,Product Assistance,Jochem
Case 1026,Inbound Call,7.3.10 9:08,7.3.10 9:08,FL,Customer 858,MacBook Pro,Product Assistance,Karen
Case 1028,Inbound Call,22.3.10 17:07,22.3.10 17:12,FL,Customer 860,iPhone,Referred to Servicer,Clark
Case 1029,Inbound Call,30.3.10 10:32,30.3.10 10:44,FL,Customer 861,MacBook Pro,Product Assistance,Susi
Case 1032,Inbound Call,27.3.10 9:23,27.3.10 9:24,FL,Customer 3,MacBook Pro,Product Assistance,Erik
Case 1033,Inbound Call,6.3.10 8:58,6.3.10 8:59,FL,Customer 3,MacBook Pro,Product Assistance,Maja
Case 1034,Inbound Call,6.3.10 16:29,6.3.10 16:30,FL,Customer 864,MacBook Pro,Referred to Servicer,Anne
Case 1036,Inbound Call,4.3.10 8:31,4.3.10 8:36,FL,Customer 866,iPhone,Referred to Servicer,Erik
Case 1037,Inbound Call,22.3.10 11:00,22.3.10 11:05,FL,Customer 867,MacBook Pro,Referred to Servicer,Ton
Case 1038,Inbound Call,29.3.10 10:22,29.3.10 10:24,FL,Customer 868,iPhone,Product Assistance,Jochem
Case 1040,Inbound Call,7.3.10 16:03,7.3.10 16:06,FL,Customer 870,MacBook Pro,Referred to Servicer,Ton
Case 1041,Inbound Call,6.3.10 9:53,6.3.10 9:55,FL,Customer 871,iPhone,Referred to Servicer,Erik
Case 1042,Inbound Call,6.3.10 9:48,6.3.10 9:51,FL,Customer 872,MacBook Pro,Product Assistance,Christian
Case 1043,Inbound Call,25.3.10 14:56,25.3.10 14:59,FL,Customer 873,MacBook Pro,Referred to Servicer,Nancy
Case 1044,Inbound Call,12.3.10 17:49,12.3.10 17:50,FL,Customer 874,iPhone,Product Assistance,Christian
Case 1045,Inbound Call,5.3.10 11:08,5.3.10 11:10,FL,Customer 875,MacBook Pro,Referred to Servicer,Christian
Case 1046,Inbound Call,28.3.10 16:34,28.3.10 16:37,FL,Customer 876,MacBook Pro,Referred to Servicer,Karen
Case 1047,Inbound Call,25.3.10 9:53,25.3.10 9:54,FL,Customer 3,MacBook Pro,Product Assistance,Richard
Case 1049,Inbound Call,13.3.10 15:31,13.3.10 15:37,BL,Customer 878,MacBook Pro,Referred to Servicer,Steve
Case 1049,Inbound Call,13.3.10 15:39,13.3.10 15:42,FL,Customer 878,MacBook Pro,Referred to Servicer,Ton
Case 1050,Inbound Call,14.3.10 14:56,14.3.10 15:00,FL,Customer 879,iPhone,Product Assistance,Ton
Case 1051,Inbound Call,16.3.10 10:55,16.3.10 10:56,FL,Customer 3,MacBook Pro,Product Assistance,Karen
Case 1052,Inbound Call,18.3.10 14:43,18.3.10 14:44,FL,Customer 3,iPhone,Product Assistance,Karen
Case 1053,Inbound Call,19.3.10 11:36,19.3.10 11:41,FL,Customer 880,iPhone,Referred to Servicer,Johan
Case 1054,Inbound Call,19.3.10 12:58,19.3.10 12:59,FL,Customer 881,iPhone,Product Assistance,Nancy
Case 1055,Inbound Call,29.3.10 10:57,29.3.10 10:58,FL,Customer 3,MacBook Pro,Product Assistance,Michael
Case 1058,Inbound Call,18.3.10 17:40,18.3.10 17:40,FL,Customer 884,MacBook Pro,Product Assistance,Harold
Case 1059,Inbound Call,15.3.10 15:17,15.3.10 15:23,FL,Customer 885,iPhone,Referred to Servicer,Clark
Case 1060,Inbound Call,18.3.10 10:31,18.3.10 10:32,FL,Customer 886,iPhone,Referred to Servicer,Henk
Case 1061,Inbound Call,21.3.10 12:20,21.3.10 12:21,FL,Customer 3,iPhone,Product Assistance,Maja
Case 1062,Inbound Call,4.3.10 17:31,4.3.10 17:41,FL,Customer 887,iPhone,Referred to Servicer,Nancy
Case 1063,Inbound Call,26.3.10 9:18,26.3.10 9:24,FL,Customer 888,iPhone,Product Assistance,Wil
Case 1065,Inbound Call,11.3.10 13:57,11.3.10 13:58,BL,Customer 890,MacBook Pro,Referred to Servicer,Steve
Case 1066,Inbound Call,28.3.10 9:14,28.3.10 9:16,FL,Customer 891,MacBook Pro,Product Assistance,Samuil
Case 1067,Inbound Call,21.3.10 9:29,21.3.10 9:31,FL,Customer 892,iPhone,Product Assistance,Wil
Case 1070,Inbound Call,29.3.10 11:59,29.3.10 12:00,FL,Customer 895,MacBook Pro,Product Assistance,Johan
Case 1071,Inbound Call,12.3.10 12:34,12.3.10 12:38,FL,Customer 896,iPhone,Referred to Servicer,Ton
Case 1072,Inbound Call,20.3.10 15:11,20.3.10 15:14,FL,Customer 897,iPhone,Product Assistance,Clark
Case 1073,Inbound Call,14.3.10 7:58,14.3.10 8:32,FL,Customer 3,MacBook Pro,Product Assistance,Erik
Case 1074,Inbound Call,11.3.10 12:31,11.3.10 12:32,FL,Customer 898,MacBook Pro,Product Assistance,Michael
Case 1075,Inbound Call,13.3.10 9:20,13.3.10 9:20,FL,Customer 899,iPhone,Product Assistance,Erik
Case 1077,Inbound Call,27.3.10 11:05,27.3.10 11:07,FL,Customer 901,MacBook Pro,Referred to Servicer,Christian
Case 1077,Inbound Call,27.3.10 11:35,27.3.10 11:37,FL,Customer 901,MacBook Pro,Referred to Servicer,Richard
Case 1080,Inbound Call,25.3.10 14:38,25.3.10 14:39,FL,Customer 904,MacBook Pro,Referred to Servicer,Wil
Case 1081,Inbound Call,5.3.10 14:55,5.3.10 14:58,BL,Customer 905,iPhone,Referred to Servicer,Steve
Case 1082,Inbound Call,11.3.10 7:48,11.3.10 7:56,FL,Customer 906,iPhone,Referred to Servicer,Kenny
Case 1084,Inbound Call,28.3.10 9:31,28.3.10 9:44,FL,Customer 3,MacBook Pro,Product Assistance,Fred
Case 1084,Inbound Call,28.3.10 9:47,28.3.10 9:48,FL,Customer 3,MacBook Pro,Product Assistance,Fred
Case 1085,Inbound Call,11.3.10 16:47,11.3.10 17:06,FL,Customer 908,iPhone,Referred to Servicer,Steffi
Case 1086,Inbound Call,25.3.10 15:35,25.3.10 15:38,FL,Customer 909,iPhone,Referred to Servicer,Monique
Case 1086,Inbound Call,25.3.10 15:39,25.3.10 15:45,FL,Customer 909,iPhone,Referred to Servicer,Monique
Case 1086,Inbound Call,27.3.10 16:12,27.3.10 16:13,FL,Customer 909,iPhone,Referred to Servicer,Monique
Case 1087,Inbound Call,25.3.10 15:30,25.3.10 15:34,FL,Customer 910,MacBook Pro,Referred to Servicer,Michael
Case 1088,Inbound Call,21.3.10 11:02,21.3.10 11:04,FL,Customer 911,MacBook Pro,Referred to Servicer,Maja
Case 1090,Inbound Call,28.3.10 15:35,28.3.10 15:37,FL,Customer 913,MacBook Pro,Referred to Servicer,Nancy
Case 1091,Inbound Call,15.3.10 15:42,15.3.10 15:43,FL,Customer 914,iPhone,Product Assistance,Nancy
Case 1091,Inbound Call,16.3.10 10:04,16.3.10 10:07,FL,Customer 914,iPhone,Product Assistance,Wil
Case 1092,Inbound Call,14.3.10 11:02,14.3.10 11:03,FL,Customer 915,iPhone,Product Assistance,Anne
Case 1093,Inbound Call,30.3.10 9:51,30.3.10 9:55,FL,Customer 916,iPhone,Product Assistance,Mary
Case 1095,Inbound Call,6.3.10 12:26,6.3.10 12:27,FL,Customer 918,iPhone,Product Assistance,Monique
Case 1096,Inbound Call,21.3.10 11:11,21.3.10 11:13,FL,Customer 919,MacBook Pro,Product Assistance,Johan
Case 1096,Inbound Call,3.4.10 8:43,3.4.10 8:45,FL,Customer 919,MacBook Pro,Product Assistance,David
Case 1097,Inbound Call,4.3.10 10:24,4.3.10 10:26,FL,Customer 920,iPhone,Referred to Servicer,Elena
Case 1098,Inbound Call,8.3.10 8:38,8.3.10 8:56,FL,Customer 921,MacBook Pro,Product Assistance,Kenny
Case 1100,Inbound Call,20.3.10 15:47,20.3.10 15:50,FL,Customer 923,MacBook Pro,Referred to Servicer,Wil
Case 1101,Inbound Call,11.3.10 12:36,11.3.10 12:39,FL,Customer 924,MacBook Pro,Referred to Servicer,Richard
Case 1102,Inbound Call,4.3.10 16:04,4.3.10 16:05,FL,Customer 925,iPhone,Referred to Servicer,Christian
Case 1103,Inbound Call,26.3.10 17:56,26.3.10 17:58,FL,Customer 926,iPhone,Product Assistance,Anne
Case 1106,Inbound Call,6.3.10 11:13,6.3.10 11:21,FL,Customer 929,MacBook Pro,Product Assistance,Ton
Case 1107,Inbound Call,25.3.10 17:17,25.3.10 17:19,FL,Customer 930,iPhone,Referred to Servicer,Michael
Case 1110,Inbound Call,20.3.10 14:21,20.3.10 14:23,FL,Customer 933,MacBook Pro,Product Assistance,Wil
Case 1111,Inbound Call,18.3.10 7:42,18.3.10 7:52,FL,Customer 934,iPhone,Referred to Servicer,Fred
Case 1113,Inbound Call,18.3.10 10:47,18.3.10 10:48,FL,Customer 936,MacBook Pro,Referred to Servicer,Maja
Case 1113,Inbound Call,23.3.10 7:16,23.3.10 7:17,FL,Customer 936,MacBook Pro,Referred to Servicer,Henk
Case 1114,Inbound Call,12.3.10 11:21,12.3.10 11:23,FL,Customer 3,MacBook Pro,Product Assistance,Henk
Case 1116,Inbound Call,25.3.10 10:45,25.3.10 10:49,FL,Customer 938,MacBook Pro,Referred to Servicer,Fred
Case 1116,Inbound Call,25.3.10 10:52,25.3.10 10:53,FL,Customer 938,MacBook Pro,Referred to Servicer,Fred
Case 1117,Inbound Call,19.3.10 14:25,19.3.10 14:30,FL,Customer 939,MacBook Pro,Referred to Servicer,Nancy
Case 1118,Inbound Call,14.3.10 7:55,14.3.10 8:06,FL,Customer 940,MacBook Pro,Referred to Servicer,Kenny
Case 1118,Inbound Call,24.4.10 16:05,24.4.10 16:18,FL,Customer 940,MacBook Pro,Referred to Servicer,Cindy
Case 1118,Inbound Call,24.4.10 16:29,24.4.10 16:30,FL,Customer 940,MacBook Pro,Referred to Servicer,Harold
Case 1119,Inbound Call,8.3.10 11:29,8.3.10 11:35,FL,Customer 941,MacBook Pro,Referred to Servicer,Richard
Case 1119,Inbound Call,8.3.10 12:31,8.3.10 12:35,FL,Customer 941,MacBook Pro,Referred to Servicer,Johan
Case 1119,Inbound Call,13.3.10 7:41,13.3.10 7:43,FL,Customer 941,MacBook Pro,Referred to Servicer,Irena
Case 1119,Inbound Call,13.3.10 9:54,13.3.10 9:56,FL,Customer 941,MacBook Pro,Referred to Servicer,Harold
Case 1120,Inbound Call,14.3.10 11:33,14.3.10 11:38,FL,Customer 942,MacBook Pro,Product Assistance,Richard
Case 1121,Inbound Call,20.3.10 10:05,20.3.10 10:06,FL,Customer 943,iPhone,Product Assistance,Jochem
Case 1122,Inbound Call,6.3.10 9:29,6.3.10 9:30,FL,Customer 944,iPhone,Product Assistance,Henk
Case 1123,Inbound Call,18.3.10 11:59,18.3.10 12:01,FL,Customer 945,iPhone,Referred to Servicer,Wil
Case 1124,Inbound Call,27.3.10 10:23,27.3.10 10:29,FL,Customer 946,MacBook Pro,Referred to Servicer,Richard
Case 1125,Inbound Call,27.3.10 10:22,27.3.10 10:25,FL,Customer 947,iPhone,Referred to Servicer,Johan
Case 1126,Inbound Call,4.3.10 8:13,4.3.10 8:15,FL,Customer 948,iPhone,Referred to Servicer,Maja
Case 1127,Inbound Call,5.3.10 7:49,5.3.10 7:52,FL,Customer 949,MacBook Pro,Referred to Servicer,Erik
Case 1129,Inbound Call,13.3.10 6:51,13.3.10 6:55,FL,Customer 3,MacBook Pro,Product Assistance,Helen
Case 1130,Inbound Call,20.3.10 9:54,20.3.10 9:56,FL,Customer 951,MacBook Pro,Referred to Servicer,Jochem
Case 1130,Inbound Call,20.3.10 9:58,20.3.10 9:58,FL,Customer 951,MacBook Pro,Referred to Servicer,Jochem
Case 1130,Inbound Call,20.3.10 15:24,20.3.10 15:25,FL,Customer 951,MacBook Pro,Referred to Servicer,Wil
Case 1131,Inbound Call,12.3.10 12:11,12.3.10 12:12,FL,Customer 952,iPhone,Product Assistance,Irena
Case 1132,Inbound Call,28.3.10 16:31,28.3.10 16:32,FL,Customer 953,iPhone,Referred to Servicer,Christian
Case 1133,Inbound Call,5.3.10 10:30,5.3.10 10:30,FL,Customer 954,iPhone,Product Assistance,Henk
Case 1134,Inbound Call,21.3.10 15:23,21.3.10 15:24,FL,Customer 3,MacBook Pro,Product Assistance,Wil
Case 1135,Inbound Call,25.3.10 9:03,25.3.10 9:03,FL,Customer 955,iPhone,Product Assistance,Samuil
Case 1137,Inbound Call,8.3.10 11:12,8.3.10 11:14,FL,Customer 3,iPhone,Referred to Servicer,Maja
Case 1138,Inbound Call,18.3.10 10:45,18.3.10 10:47,FL,Customer 957,MacBook Pro,Referred to Servicer,Henk
Case 1138,Inbound Call,20.3.10 16:26,20.3.10 16:31,FL,Customer 957,MacBook Pro,Referred to Servicer,Nancy
Case 1139,Inbound Call,5.3.10 8:56,5.3.10 8:58,FL,Customer 958,MacBook Pro,Product Assistance,Henk
Case 1141,Inbound Call,4.3.10 12:36,4.3.10 12:37,FL,Customer 960,iPhone,Product Assistance,Monique
Case 1142,Inbound Call,9.3.10 8:34,9.3.10 8:35,FL,Customer 961,MacBook Pro,Referred to Servicer,Harold
Case 1143,Inbound Call,19.3.10 15:50,19.3.10 15:54,FL,Customer 962,MacBook Pro,Referred to Servicer,Monique
Case 1143,Inbound Call,8.4.10 10:25,8.4.10 10:28,FL,Customer 962,MacBook Pro,Referred to Servicer,Susi
Case 1145,Inbound Call,14.3.10 16:42,14.3.10 16:45,BL,Customer 964,MacBook Pro,Referred to Servicer,Steve
Case 1145,Inbound Call,11.4.10 11:51,11.4.10 11:59,FL,Customer 964,MacBook Pro,Referred to Servicer,Michael
Case 1145,Inbound Call,11.4.10 12:02,11.4.10 12:03,FL,Customer 964,MacBook Pro,Referred to Servicer,Michael
Case 1147,Inbound Call,11.3.10 9:17,11.3.10 9:18,FL,Customer 966,MacBook Pro,Referred to Servicer,Mary
Case 1148,Inbound Call,15.3.10 10:32,15.3.10 10:33,FL,Customer 967,iPhone,Product Assistance,Wil
Case 1149,Inbound Call,18.3.10 9:02,18.3.10 9:02,FL,Customer 3,MacBook Pro,Product Assistance,Irena
Case 1153,Inbound Call,25.3.10 9:07,25.3.10 9:08,FL,Customer 3,MacBook Pro,Product Assistance,Samuil
Case 1154,Inbound Call,27.3.10 13:58,27.3.10 13:59,FL,Customer 971,iPhone,Product Assistance,Monique
Case 1155,Inbound Call,14.3.10 14:12,14.3.10 14:14,FL,Customer 972,iPhone,Product Assistance,Ton
Case 1155,Inbound Call,9.4.10 9:32,9.4.10 9:54,FL,Customer 972,iPhone,Product Assistance,Clark
Case 1156,Inbound Call,4.3.10 7:48,4.3.10 7:53,FL,Customer 973,MacBook Pro,Referred to Servicer,Kenny
Case 1156,Inbound Call,22.4.10 14:34,22.4.10 14:36,FL,Customer 973,MacBook Pro,Referred to Servicer,Anne
Case 1157,Inbound Call,26.3.10 6:24,26.3.10 6:25,FL,Customer 3,MacBook Pro,Product Assistance,Samuil
Case 1158,Inbound Call,7.3.10 9:56,7.3.10 9:56,FL,Customer 974,MacBook Pro,Product Assistance,Jochem
Case 1159,Inbound Call,11.3.10 12:16,11.3.10 12:28,FL,Customer 975,iPhone,Product Assistance,Susi
Case 1160,Inbound Call,14.3.10 11:43,14.3.10 11:45,FL,Customer 976,iPhone,Referred to Servicer,Richard
Case 1161,Inbound Call,26.3.10 13:23,26.3.10 13:24,FL,Customer 977,iPhone,Product Assistance,Samuil
Case 1162,Inbound Call,20.3.10 14:11,20.3.10 14:13,FL,Customer 978,iPhone,Product Assistance,Clark
Case 1163,Inbound Call,6.3.10 13:32,6.3.10 13:33,FL,Customer 979,iPhone,Referred to Servicer,Wil
Case 1164,Inbound Call,13.3.10 16:35,13.3.10 16:36,FL,Customer 980,MacBook Pro,Product Assistance,Monique
Case 1165,Inbound Call,18.3.10 9:18,18.3.10 9:23,FL,Customer 981,iPhone,Referred to Servicer,Elena
Case 1169,Inbound Call,30.3.10 13:10,30.3.10 13:12,FL,Customer 985,iPhone,Referred to Servicer,Anne
Case 1173,Inbound Call,29.3.10 13:22,29.3.10 13:22,FL,Customer 3,iPhone,Referred to Servicer,Samuil
Case 1174,Inbound Call,21.3.10 16:53,21.3.10 16:59,FL,Customer 989,MacBook Pro,Referred to Servicer,Michael
Case 1175,Inbound Call,19.3.10 11:56,19.3.10 11:58,FL,Customer 3,iPhone,Product Assistance,Steffi
Case 1176,Inbound Call,12.3.10 9:06,12.3.10 9:09,FL,Customer 990,iPhone,Product Assistance,Susi
Case 1177,Inbound Call,4.3.10 12:01,4.3.10 12:17,FL,Customer 991,iPhone,Referred to Servicer,Patrick
Case 1178,Inbound Call,28.3.10 15:54,28.3.10 15:59,FL,Customer 992,MacBook Pro,Referred to Servicer,Harold
Case 1179,Inbound Call,7.3.10 9:55,7.3.10 9:57,FL,Customer 993,iPhone,Product Assistance,Steffi
Case 1180,Inbound Call,7.3.10 9:52,7.3.10 9:54,FL,Customer 3,iPhone,Product Assistance,Steffi
Case 1183,Inbound Call,2.3.10 9:34,2.3.10 9:35,FL,Customer 996,iPhone,Referred to Servicer,Maja
Case 1184,Inbound Call,18.3.10 11:53,18.3.10 11:54,FL,Customer 997,iPhone,Product Assistance,Wil
Case 1185,Inbound Call,25.3.10 12:34,25.3.10 12:38,FL,Customer 998,iPhone,Referred to Servicer,Elena
Case 1185,Inbound Call,1.4.10 8:07,1.4.10 8:08,FL,Customer 998,iPhone,Referred to Servicer,David
Case 1185,Inbound Call,1.4.10 8:14,1.4.10 8:18,FL,Customer 998,iPhone,Referred to Servicer,Richard
Case 1186,Inbound Call,19.3.10 11:04,19.3.10 11:11,FL,Customer 999,iPhone,Product Assistance,Johan
Case 1187,Inbound Call,11.3.10 10:08,11.3.10 10:13,FL,Customer 1000,MacBook Pro,Referred to Servicer,Kenny
Case 1188,Inbound Call,13.3.10 10:37,13.3.10 10:37,FL,Customer 3,iPhone,Referred to Servicer,Richard
Case 1189,Inbound Call,20.3.10 15:51,20.3.10 15:52,FL,Customer 1001,MacBook Pro,Product Assistance,Christian
Case 1189,Inbound Call,21.3.10 12:44,21.3.10 12:51,FL,Customer 1001,MacBook Pro,Product Assistance,Richard
Case 1190,Inbound Call,29.3.10 11:03,29.3.10 11:04,FL,Customer 1002,iPhone,Referred to Servicer,Erik
Case 1191,Inbound Call,29.3.10 13:41,29.3.10 13:43,FL,Customer 1003,iPhone,Referred to Servicer,Samuil
Case 1193,Inbound Call,7.3.10 10:10,7.3.10 10:21,FL,Customer 1005,MacBook Pro,Referred to Servicer,Kenny
Case 1194,Inbound Call,11.3.10 13:25,11.3.10 13:29,BL,Customer 1006,iPhone,Referred to Servicer,Steve
Case 1195,Inbound Call,29.3.10 9:08,29.3.10 9:12,FL,Customer 1007,MacBook Pro,Product Assistance,Mary
Case 1195,Inbound Call,12.4.10 11:03,12.4.10 11:06,FL,Customer 1007,MacBook Pro,Product Assistance,Henk
Case 1196,Inbound Call,11.3.10 14:02,11.3.10 14:03,BL,Customer 1008,MacBook Pro,Referred to Servicer,Steve
Case 1198,Inbound Call,21.3.10 10:49,21.3.10 10:52,FL,Customer 3,iPhone,Product Assistance,Erik
Case 1199,Inbound Call,14.3.10 15:43,14.3.10 15:45,FL,Customer 1010,iPhone,Referred to Servicer,Monique
Case 1200,Inbound Call,9.3.10 10:09,9.3.10 10:11,FL,Customer 1011,iPhone,Product Assistance,Helen
Case 1201,Inbound Call,23.3.10 10:22,23.3.10 10:27,FL,Customer 3,MacBook Pro,Product Assistance,Henk
Case 1202,Inbound Call,8.3.10 9:55,8.3.10 9:57,FL,Customer 1012,iPhone,Referred to Servicer,Richard
Case 1203,Inbound Call,25.3.10 11:25,25.3.10 11:28,FL,Customer 1013,iPhone,Referred to Servicer,Wil
Case 1207,Inbound Call,27.3.10 12:52,27.3.10 12:54,FL,Customer 1017,iPhone,Product Assistance,Irena
Case 1208,Inbound Call,18.3.10 8:04,18.3.10 8:05,FL,Customer 1018,MacBook Pro,Referred to Servicer,Johan
Case 1208,Inbound Call,18.3.10 8:11,18.3.10 8:18,FL,Customer 1018,MacBook Pro,Referred to Servicer,Johan
Case 1208,Inbound Call,18.3.10 8:58,18.3.10 8:59,FL,Customer 1018,MacBook Pro,Referred to Servicer,Patrick
Case 1208,Inbound Call,25.4.10 14:13,25.4.10 14:14,FL,Customer 1018,MacBook Pro,Referred to Servicer,Christian
Case 1209,Inbound Call,13.3.10 14:31,13.3.10 14:33,FL,Customer 1019,iPhone,Referred to Servicer,Anne
Case 1211,Inbound Call,22.3.10 17:01,22.3.10 17:02,FL,Customer 1021,iPhone,Product Assistance,Jochem
Case 1214,Inbound Call,14.3.10 11:59,14.3.10 12:01,FL,Customer 3,MacBook Pro,Product Assistance,Irena
Case 1215,Inbound Call,28.3.10 15:52,28.3.10 15:52,FL,Customer 636,MacBook Pro,Referred to Servicer,Harold
Case 1216,Inbound Call,11.3.10 6:53,11.3.10 7:00,FL,Customer 1024,iPhone,Referred to Servicer,Helen
Case 1217,Inbound Call,29.3.10 12:19,29.3.10 12:21,FL,Customer 3,MacBook Pro,Product Assistance,Michael
Case 1220,Inbound Call,14.3.10 9:52,14.3.10 9:53,FL,Customer 3,MacBook Pro,Product Assistance,Helen
Case 1221,Inbound Call,28.3.10 10:39,28.3.10 10:41,FL,Customer 3,MacBook Pro,Product Assistance,Richard
Case 1222,Inbound Call,5.3.10 14:30,5.3.10 14:32,FL,Customer 3,iPhone,Referred to Servicer,Ton
Case 1223,Inbound Call,19.3.10 17:41,19.3.10 17:42,FL,Customer 1027,MacBook Pro,Product Assistance,Monique
Case 1224,Inbound Call,5.3.10 14:35,5.3.10 14:50,FL,Customer 1028,MacBook Pro,Product Assistance,Ton
Case 1225,Inbound Call,5.3.10 10:35,5.3.10 10:39,FL,Customer 1029,iPhone,Referred to Servicer,Richard
Case 1226,Inbound Call,6.3.10 8:24,6.3.10 8:26,FL,Customer 3,MacBook Pro,Product Assistance,Richard
Case 1227,Inbound Call,8.3.10 10:33,8.3.10 10:34,FL,Customer 1030,MacBook Pro,Product Assistance,Ton
Case 1228,Inbound Call,6.3.10 13:45,6.3.10 13:46,FL,Customer 1031,MacBook Pro,Referred to Servicer,Wil
Case 1229,Inbound Call,14.3.10 8:45,14.3.10 8:50,FL,Customer 1032,MacBook Pro,Referred to Servicer,Samuil
Case 1230,Inbound Call,29.3.10 12:57,29.3.10 13:01,FL,Customer 3,MacBook Pro,Product Assistance,Irena
Case 1231,Inbound Call,12.3.10 12:11,12.3.10 12:14,FL,Customer 1033,iPhone,Referred to Servicer,Johan
Case 1231,Inbound Call,14.3.10 14:02,14.3.10 14:04,FL,Customer 1033,iPhone,Referred to Servicer,Anne
Case 1233,Inbound Call,11.3.10 15:44,11.3.10 15:46,FL,Customer 3,iPhone,Product Assistance,Michael
Case 1235,Inbound Call,7.3.10 14:27,7.3.10 14:30,FL,Customer 1035,iPhone,Product Assistance,Clark
Case 1237,Inbound Call,12.3.10 9:51,12.3.10 10:13,FL,Customer 1037,MacBook Pro,Product Assistance,Susi
Case 1238,Inbound Call,27.3.10 11:11,27.3.10 11:12,FL,Customer 1038,MacBook Pro,Referred to Servicer,Henk
Case 1238,Inbound Call,28.3.10 14:28,28.3.10 14:29,FL,Customer 1038,MacBook Pro,Referred to Servicer,Wil
Case 1240,Inbound Call,27.3.10 12:02,27.3.10 12:05,FL,Customer 3,MacBook Pro,Product Assistance,Christian
Case 1241,Inbound Call,6.3.10 8:43,6.3.10 8:47,FL,Customer 1040,MacBook Pro,Referred to Servicer,Johan
Case 1241,Inbound Call,6.3.10 8:59,6.3.10 9:00,FL,Customer 1040,MacBook Pro,Referred to Servicer,Patrick
Case 1241,Inbound Call,6.3.10 9:28,6.3.10 9:33,FL,Customer 1040,MacBook Pro,Referred to Servicer,Mary
Case 1241,Inbound Call,6.3.10 13:32,6.3.10 13:35,FL,Customer 1040,MacBook Pro,Referred to Servicer,Monique
Case 1241,Inbound Call,6.3.10 15:12,6.3.10 15:13,FL,Customer 1040,MacBook Pro,Referred to Servicer,Anne
Case 1241,Inbound Call,7.3.10 8:29,7.3.10 8:30,FL,Customer 1040,MacBook Pro,Referred to Servicer,Wil
Case 1241,Inbound Call,17.4.10 13:05,17.4.10 13:06,FL,Customer 1040,MacBook Pro,Referred to Servicer,Harold
Case 1242,Inbound Call,27.3.10 8:43,27.3.10 8:47,FL,Customer 3,iPhone,Product Assistance,Samuil
Case 1243,Inbound Call,4.3.10 15:47,4.3.10 15:55,FL,Customer 1041,iPhone,Product Assistance,Wil
Case 1247,Inbound Call,11.3.10 12:29,11.3.10 12:31,FL,Customer 1044,MacBook Pro,Referred to Servicer,Mary
Case 1247,Inbound Call,19.3.10 16:28,19.3.10 16:37,BL,Customer 1044,MacBook Pro,Referred to Servicer,Steve
Case 1247,Inbound Call,19.3.10 16:40,19.3.10 16:41,FL,Customer 1044,MacBook Pro,Referred to Servicer,Karen
Case 1247,Inbound Call,22.3.10 13:29,22.3.10 13:30,FL,Customer 1044,MacBook Pro,Referred to Servicer,Clark
Case 1247,Inbound Call,22.3.10 13:42,22.3.10 13:43,FL,Customer 1044,MacBook Pro,Referred to Servicer,Barbara
Case 1247,Inbound Call,27.3.10 9:26,27.3.10 9:26,FL,Customer 1044,MacBook Pro,Referred to Servicer,Jochem
Case 1247,Inbound Call,27.3.10 9:31,27.3.10 9:33,FL,Customer 1044,MacBook Pro,Referred to Servicer,Henk
Case 1247,Inbound Call,10.4.10 14:24,10.4.10 14:24,FL,Customer 1044,MacBook Pro,Referred to Servicer,Nancy
Case 1251,Inbound Call,19.3.10 8:41,19.3.10 8:42,FL,Customer 1048,iPhone,Product Assistance,Maja
Case 1252,Inbound Call,16.3.10 9:25,16.3.10 9:29,FL,Customer 1049,iPhone,Referred to Servicer,Wil
