precio,agente_id,pais_id,recamaras,banos,m2_construccion,m2_terreno,pisos,codigo_frente_agua,codigo_vista,codigo_condicion,ano_construccion,ano_renovacion,codigo_postal,latitud,longitud,vista,condicion
274000,11,484,3,1.75,484.632,2322.576,1,0,0,4,1984,0,98038,47.3655,-122.048,0,3
209900,1,840,3,1,313.944,18507.456,1.5,0,0,3,1912,0,98042,47.375,-122.166,0,2
399500,6,840,4,2.5,780.288,2283.5616,2,0,0,3,2014,0,98188,47.4467,-122.287,0,2
390000,1,124,3,1.5,487.68,3182.112,1,0,0,3,1954,0,98125,47.7109,-122.311,0,2
990000,7,484,4,2.5,774.192,1807.464,2,0,0,3,2003,0,98199,47.6451,-122.387,0,2
850000,7,840,3,3,582.168,1463.04,1.5,0,0,3,1900,1991,98103,47.6572,-122.346,0,2
397500,10,484,3,1,451.104,1554.48,1.5,0,0,3,1938,1959,98103,47.6915,-122.348,0,2
262500,9,840,2,1.5,347.472,4380.8904,1,0,0,3,1949,1996,98011,47.7354,-122.219,0,2
790000,8,840,4,2.5,807.72,1524,2,0,0,3,2007,0,98116,47.5605,-122.396,0,2
212625,2,840,2,1,292.608,1524,1,0,0,3,1951,0,98126,47.5188,-122.372,0,2
329900,7,124,3,2,420.624,1584.3504,1,0,0,4,1982,0,98106,47.5514,-122.357,0,3
690000,9,124,3,1.5,521.208,5397.0936,1,0,0,4,1947,0,98040,47.5393,-122.216,0,3
478000,1,484,4,2.5,847.344,2221.992,2,0,0,3,1989,0,98059,47.509,-122.157,0,2
715000,5,484,3,2.5,734.568,14206.4232,2,0,0,3,1989,0,98053,47.6789,-122.048,0,2
572000,8,356,4,2.75,822.96,2435.9616,2,0,0,3,2012,0,98059,47.4831,-122.135,0,2
247500,6,156,3,1.75,597.408,4779.5688,1,0,0,3,1967,0,98032,47.3576,-122.277,0,2
285750,10,840,3,2.25,597.408,5220.0048,1,0,0,3,1966,0,98055,47.4436,-122.21,0,2
440000,11,484,4,1.75,853.44,14980.6152,1,0,0,4,1978,0,98027,47.4649,-122.034,0,3
452000,8,840,2,1.75,530.352,1645.92,1,0,0,4,1946,0,98115,47.6971,-122.282,0,3
339999,1,840,4,2,530.352,1941.2712,1,0,0,5,1954,0,98133,47.7461,-122.332,0,4
845000,7,356,5,2,524.256,3039.4656,1,0,0,4,1951,0,98004,47.6368,-122.218,0,3
555000,1,840,4,2.5,658.368,3348.8376,1,0,0,4,1981,2003,98074,47.6333,-122.034,0,3
418900,11,840,3,1.5,448.056,3386.9376,1,0,0,3,1954,0,98155,47.7462,-122.294,0,2
550000,5,784,3,2.25,414.528,1557.8328,1.5,0,0,5,1934,0,98115,47.6988,-122.313,0,4
295000,1,124,2,2.5,496.824,416.9664,2,0,0,3,2009,0,98106,47.5489,-122.363,0,2
660000,3,840,4,1.5,597.408,1371.6,1.5,0,2,3,1922,0,98117,47.6797,-122.359,1,2
396500,1,484,3,1.5,414.528,453.5424,2,0,0,3,2003,0,98199,47.6526,-122.384,0,2
405000,11,484,3,1.5,487.68,2286,1,0,0,3,1966,0,98034,47.721,-122.182,0,2
654000,6,840,3,2.5,987.552,18544.032,2,0,0,3,1997,0,98045,47.5192,-121.764,0,2
300000,6,124,3,1,384.048,2523.744,1,0,0,3,1946,0,98115,47.7,-122.299,0,2
355900,4,484,3,2.5,637.032,1164.6408,2,0,0,3,2008,0,98038,47.3655,-122.017,0,2
452000,11,156,3,2.5,515.112,1219.2,2,0,0,3,2004,0,98053,47.6788,-122.034,0,2
830000,2,784,4,3.25,1014.984,2380.1832,2,0,0,3,2004,0,98075,47.5977,-121.976,0,2
123000,11,840,2,1,320.04,2011.68,1.5,0,0,3,1964,0,98168,47.4828,-122.324,0,2
385000,7,250,4,2,554.736,2164.6896,1,0,0,3,1950,0,98155,47.7447,-122.324,0,2
234000,11,356,2,1,265.176,3383.28,1,0,0,3,1940,0,98146,47.5038,-122.364,0,2
315450,4,356,3,1.75,344.424,2286,1.5,0,0,4,1908,0,98108,47.5254,-122.318,0,3
514950,5,124,3,2.25,399.288,385.2672,3,0,0,3,2014,0,98117,47.6987,-122.366,0,2
455000,1,840,2,2,411.48,368.5032,3,0,0,3,2013,0,98199,47.649,-122.383,0,2
535000,1,484,3,2.5,673.608,2322.576,2,0,0,3,1994,0,98052,47.6938,-122.13,0,2
548050,7,124,2,2,588.264,1669.9992,1,0,0,3,2005,0,98053,47.7054,-122.011,0,2
439000,5,170,2,1.75,493.776,34705.1376,1.5,0,0,3,1995,0,98045,47.4821,-121.719,0,2
527000,1,840,4,2.5,862.584,1878.4824,2,0,0,3,2000,0,98056,47.5227,-122.19,0,2
349000,11,124,4,1.75,518.16,2377.44,1,0,0,5,1981,0,98059,47.4801,-122.158,0,4
475000,1,156,2,1,271.272,1399.032,1,0,0,3,1923,0,98117,47.6901,-122.362,0,2
324800,9,840,2,1,356.616,1537.1064,1,0,0,3,1949,0,98108,47.5492,-122.302,0,2
525000,3,156,3,2.5,905.256,3653.028,1,0,0,3,1995,0,98074,47.6359,-122.052,0,2
830000,3,840,5,3,890.016,855.8784,2,0,0,3,1960,1992,98103,47.654,-122.342,0,2
555000,6,484,3,2,664.464,1516.6848,1.5,0,2,4,1930,0,98126,47.573,-122.38,1,3
445000,6,840,3,2.5,384.048,335.8896,3,0,0,3,2007,0,98107,47.675,-122.387,0,2
213500,9,484,2,1.5,627.888,2350.9224,1.5,0,0,4,1930,0,98030,47.3722,-122.185,0,3
465000,11,250,3,2,475.488,2593.5432,1,0,0,3,1969,0,98034,47.7261,-122.22,0,2
380000,1,484,2,1,368.808,1463.04,1,0,0,3,1950,0,98108,47.5625,-122.316,0,2
514000,2,643,3,1.75,493.776,1524,1,0,0,3,1954,0,98117,47.681,-122.372,0,2
385000,1,826,3,1,448.056,3474.1104,1,0,0,3,1950,0,98155,47.746,-122.296,0,2
685000,6,840,4,2.5,704.088,1554.48,2,0,0,3,2013,0,98177,47.7039,-122.36,0,2
225000,1,356,3,1,381,2383.536,1,0,0,3,1967,0,98001,47.3397,-122.291,0,2
390000,11,643,3,1.5,359.664,2346.96,1,0,0,4,1959,0,98007,47.6133,-122.133,0,3
327000,11,124,4,1,493.776,1828.8,1.5,0,0,5,1905,0,98055,47.4763,-122.206,0,4
414000,5,40,4,2.5,1063.752,2752.344,1.5,0,0,4,1969,0,98023,47.3198,-122.386,0,3
300000,1,840,3,2.5,633.984,2995.2696,2,0,0,3,1989,0,98023,47.3058,-122.394,0,2
314950,11,484,3,2.5,515.112,1381.6584,2,0,0,3,2003,0,98038,47.3575,-122.016,0,2
170000,1,156,3,0.75,316.992,12856.464,1,0,0,2,1947,0,98055,47.4518,-122.199,0,1
635000,4,840,5,2.75,947.928,2018.0808,2,0,0,3,2006,0,98065,47.543,-121.888,0,2
345000,11,840,2,2.25,338.328,393.192,3,0,0,3,2006,0,98103,47.6968,-122.34,0,2
1185000,9,840,3,2.5,765.048,1402.08,2,0,2,3,2006,0,98034,47.7051,-122.223,1,2
215000,9,484,3,1,307.848,3086.1,1,0,0,4,1972,0,98042,47.3423,-122.088,0,3
153503,11,826,2,2.5,377.952,1112.2152,2,0,0,3,1986,0,98003,47.3241,-122.322,0,2
330000,11,124,3,1,652.272,1535.2776,1,0,0,3,1957,0,98118,47.5494,-122.274,0,2
359500,1,76,4,2.25,728.472,3429,2,0,0,3,1988,0,98023,47.3305,-122.371,0,2
355000,4,840,4,2,539.496,2709.672,1,0,0,5,1949,0,98166,47.4589,-122.353,0,4
799000,8,643,4,2.75,1018.032,1730.3496,2,0,0,3,2011,0,98052,47.709,-122.118,0,2
575000,11,840,4,2.25,630.936,374.904,3,0,0,3,2013,0,98116,47.5775,-122.41,0,2
478000,2,484,3,2.5,926.592,1382.268,2,0,0,3,2007,0,98056,47.51,-122.185,0,2
1042500,10,356,3,1.75,579.12,2857.5,1,0,1,4,1941,0,98115,47.6821,-122.273,2,3
375000,11,484,2,1,216.408,1407.5664,1,0,1,3,1925,0,98199,47.64,-122.394,2,2
201000,1,356,3,1,292.608,4655.2104,1,0,0,4,1963,0,98022,47.238,-122.039,0,3
337000,3,170,4,3,682.752,2592.0192,2,0,0,3,1992,0,98155,47.7348,-122.295,0,2
299000,6,784,2,1,316.992,1402.08,1,0,0,4,1950,0,98118,47.5387,-122.277,0,3
386180,2,756,2,1.5,292.608,557.4792,2,0,0,3,2005,0,98122,47.6032,-122.308,0,2
665000,7,356,4,2.5,954.024,2310.9936,2,0,0,3,2004,0,98075,47.577,-122.055,0,2
316500,5,840,3,1.75,487.68,4343.4,1,0,0,3,1979,0,98023,47.3272,-122.355,0,2
355000,11,643,4,3,789.432,2198.5224,2,0,0,3,2001,0,98001,47.2609,-122.289,0,2
390000,7,840,2,1,387.096,2488.3872,1,0,0,4,1941,0,98125,47.7116,-122.311,0,3
485000,2,484,3,2.75,807.72,3764.28,1,0,0,4,1975,0,98028,47.7669,-122.268,0,3
365000,11,784,3,2.25,338.328,298.3992,2,0,0,3,2008,0,98144,47.5999,-122.3,0,2
240000,11,124,4,1.75,615.696,3149.1936,1,0,0,3,1954,0,98168,47.5059,-122.303,0,2
194000,5,840,3,1.75,384.048,3196.7424,1,0,0,2,1952,0,98106,47.5417,-122.357,0,1
585000,8,840,4,2.5,658.368,2486.5584,1,0,0,4,1952,0,98115,47.6948,-122.328,0,3
979700,11,840,5,3,1136.904,1676.4,1.5,0,0,3,1927,0,98102,47.6507,-122.32,0,2
499950,11,756,3,2.5,786.384,7292.34,2,0,0,3,2001,0,98023,47.2978,-122.376,0,2
515000,6,484,4,2.5,582.168,2727.0456,1,0,0,4,1970,0,98011,47.7374,-122.183,0,3
400000,4,840,4,2,432.816,2834.9448,1,0,0,4,1963,0,98008,47.6325,-122.121,0,3
374950,1,566,4,2.75,832.104,1427.3784,2,0,0,3,2005,0,98038,47.3608,-122.043,0,2
215000,3,840,4,2.5,518.16,2034.54,2,0,0,3,1997,0,98038,47.3638,-122.053,0,2
269950,10,156,4,3,728.472,2227.7832,2,0,0,4,1944,1981,98002,47.294,-122.218,0,3
332000,4,643,3,2.25,646.176,4546.092,1,0,0,3,1979,0,98001,47.3524,-122.285,0,2
275000,7,484,3,1.75,502.92,2346.96,1,0,0,4,1977,0,98023,47.3155,-122.365,0,3
439900,3,724,5,3.5,1033.272,2423.16,2,0,2,3,2003,0,98056,47.4792,-122.181,1,2
505000,6,840,3,2,457.2,762,2,0,0,3,2002,0,98107,47.6748,-122.385,0,2
250000,3,840,3,1.5,673.608,3386.6328,1.5,0,0,3,1934,0,98168,47.492,-122.309,0,2
425000,7,840,2,1,277.368,1412.748,1,0,0,4,1905,0,98107,47.675,-122.393,0,3
230000,10,76,3,0.75,316.992,4572,1,0,0,3,1941,0,98028,47.7639,-122.234,0,2
220000,11,840,5,1,384.048,2554.8336,1.5,0,0,3,1918,0,98146,47.5058,-122.355,0,2
420000,2,250,3,1.5,633.984,1524,1,0,0,3,1963,0,98118,47.5322,-122.29,0,2
399950,7,756,3,2.5,783.336,3179.3688,2,0,0,3,1989,0,98031,47.4188,-122.213,0,2
150000,6,840,3,0.75,149.352,11734.8,1.5,0,0,4,1959,0,98014,47.7112,-121.315,0,3
439000,6,356,2,1,320.04,1728.5208,1,0,0,3,1949,0,98115,47.6767,-122.286,0,2
234300,9,826,3,1,347.472,2980.6392,1,0,0,3,1963,0,98055,47.424,-122.201,0,2
530000,2,356,3,2.25,612.648,3601.8216,2,0,0,4,1986,0,98029,47.5665,-122.023,0,3
875000,11,840,5,2.5,890.016,1697.1264,2,0,0,3,1906,0,98112,47.6265,-122.312,0,2
398500,1,840,3,1,365.76,4864.608,1.5,0,0,3,1945,0,98125,47.7163,-122.299,0,2
680000,7,156,4,2.5,822.96,11408.9688,1,0,0,4,1978,0,98072,47.7258,-122.117,0,3
907500,3,124,4,2.5,844.296,2634.0816,2,0,0,4,1987,0,98007,47.6599,-122.146,0,3
464000,1,156,2,2.75,222.504,1524,1,0,0,3,1929,0,98126,47.5381,-122.374,0,2
665000,11,840,6,3,755.904,2962.656,2,0,0,3,1972,0,98007,47.6127,-122.145,0,2
440000,1,643,2,1.5,307.848,599.8464,1.5,0,0,5,1906,0,98107,47.6757,-122.385,0,4
411000,10,356,2,2.5,484.632,636.4224,2,0,0,3,1997,0,98033,47.6897,-122.175,0,2
570000,11,124,3,2.25,612.648,1828.8,1,0,0,3,1975,0,98052,47.6912,-122.115,0,2
2500000,10,156,4,3.25,1207.008,4945.0752,2,0,2,3,1938,0,98105,47.6701,-122.259,1,2
389000,11,840,2,1,259.08,998.5248,1,0,0,3,1910,0,98103,47.6742,-122.35,0,2
980000,5,124,5,4,1054.608,1645.92,2,0,0,3,2012,0,98056,47.5201,-122.204,0,2
431000,2,484,3,1.75,496.824,2743.2,1,0,0,4,1956,0,98166,47.4521,-122.36,0,3
375000,11,484,3,1,597.408,2424.684,1,0,0,4,1963,0,98177,47.7641,-122.364,0,3
580000,9,840,3,1.5,548.64,1905,1,0,0,3,1947,0,98116,47.5778,-122.389,0,2
243000,1,484,2,1,539.496,1683.1056,1.5,0,0,4,1943,0,98178,47.4974,-122.231,0,3
530000,2,840,4,2.5,819.912,14206.4232,2,0,0,3,1980,1991,98038,47.3843,-122.006,0,2
790500,11,840,4,2.75,1021.08,1650.7968,2,0,0,3,2014,0,98053,47.6849,-122.016,0,2
405000,2,76,3,2.5,597.408,2132.6856,2,0,0,3,2006,0,98065,47.5415,-121.887,0,2
535000,11,356,3,1.75,420.624,1085.3928,1,0,0,4,1925,0,98117,47.6822,-122.399,0,3
1000000,11,356,5,4.5,646.176,2726.1312,2,1,4,5,1939,1963,98006,47.5488,-122.197,3,4
294950,4,76,4,2,795.528,4365.0408,1.5,0,0,4,1940,0,98188,47.4672,-122.296,0,3
420000,1,784,2,1,304.8,1638.3,1,0,0,3,1953,0,98118,47.5404,-122.268,0,2
640000,6,643,3,2.5,786.384,2286,2,0,0,3,1991,0,98116,47.5577,-122.396,0,2
738000,5,840,4,2.5,862.584,1527.048,2,0,0,3,2000,0,98115,47.6952,-122.327,0,2
469950,2,356,5,2,371.856,1280.16,1,0,0,4,1921,0,98105,47.6677,-122.321,0,3
273000,1,818,3,2.25,658.368,2427.4272,2,0,0,3,1991,0,98042,47.3622,-122.074,0,2
579000,11,156,4,2.75,981.456,2994.66,2,0,0,3,2012,0,98059,47.4863,-122.143,0,2
370000,1,156,3,1.5,475.488,2064.7152,1,0,0,4,1927,0,98133,47.7024,-122.35,0,3
206325,9,484,5,2.5,524.256,3109.5696,1.5,0,0,3,1970,0,98058,47.4572,-122.167,0,2
599999,11,356,9,4.5,1167.384,2129.9424,2.5,0,0,3,1938,0,98103,47.6927,-122.338,0,2
996000,4,840,3,3.25,1103.376,2478.3288,2,0,0,4,1988,0,98040,47.5776,-122.214,0,3
396000,7,356,1,1,192.024,1569.72,1,0,0,4,1954,0,98117,47.6923,-122.369,0,3
265000,1,124,2,1,277.368,1402.08,1,0,0,3,1917,0,98117,47.6916,-122.362,0,2
475000,9,840,3,2.25,554.736,2440.8384,1,0,0,3,1981,0,98052,47.7206,-122.11,0,2
1175000,2,124,4,3.5,1264.92,15088.5144,2,0,0,3,2003,0,98053,47.6746,-122.018,0,2
184900,9,818,2,1,374.904,1524,1,0,0,5,1911,0,98022,47.2064,-121.988,0,4
376000,1,356,6,2.5,737.616,3554.5776,1,0,2,4,1965,0,98188,47.4459,-122.278,1,3
460000,3,784,3,1.75,432.816,2514.6,1,0,0,4,1960,0,98007,47.6112,-122.133,0,3
475000,7,840,4,3.5,1115.568,4389.4248,2,0,0,3,1994,0,98023,47.3076,-122.396,0,2
525000,1,356,3,2.25,454.152,2869.3872,2,0,0,3,1981,0,98052,47.6844,-122.113,0,2
352000,5,840,4,2.5,807.72,1940.3568,2,0,0,3,1998,0,98092,47.3325,-122.171,0,2
932808,1,156,5,4.5,1429.512,2043.684,2,0,0,3,1995,0,98006,47.5539,-122.108,0,2
345000,11,840,4,2.5,737.616,3499.4088,1,0,0,3,1985,0,98003,47.341,-122.318,0,2
659500,7,356,4,3,798.576,5596.7376,1,0,0,4,1956,0,98006,47.5646,-122.184,0,3
900000,1,840,4,2,362.712,2496.312,1.5,0,0,3,1945,0,98117,47.6908,-122.397,0,2
679950,2,840,5,2.75,1097.28,2876.3976,2,0,0,3,2014,0,98059,47.4822,-122.131,0,2
375000,11,124,4,1.75,591.312,4849.0632,1,0,0,3,1974,0,98072,47.7578,-122.094,0,2
445000,10,380,3,2,469.392,20712.0744,1,0,0,3,1997,0,98059,47.5018,-122.126,0,2
781000,11,840,3,2.5,630.936,1360.3224,1.5,0,0,5,1931,0,98115,47.6853,-122.305,0,4
1750000,1,484,4,2.75,1085.088,2735.58,2,0,0,3,2014,0,98004,47.6322,-122.209,0,2
374900,11,484,3,2.5,755.904,1508.76,2,0,0,3,2004,0,98058,47.4389,-122.116,0,2
275000,11,643,3,2,582.168,2453.64,1,0,0,4,1980,0,98030,47.37,-122.17,0,3
431000,6,643,3,1.75,505.968,3921.252,1,0,0,5,1967,0,98056,47.5375,-122.175,0,4
350000,9,840,4,2.25,478.536,152269.2408,1,0,3,4,1972,0,98022,47.1808,-122.023,4,3
700000,2,528,3,2.75,667.512,3371.088,1,0,0,4,1973,0,98033,47.6893,-122.208,0,3
300000,5,124,4,1.75,633.984,2667,1,0,0,4,1967,0,98032,47.3749,-122.291,0,3
1450000,7,76,3,4.5,1210.056,7595.616,2,0,2,3,1977,1999,98034,47.7183,-122.258,1,2
360000,11,643,4,2.5,560.832,2929.4328,2,0,0,3,1996,0,98178,47.4964,-122.251,0,2
189000,10,156,3,1,420.624,2219.5536,1.5,0,0,5,1915,0,98002,47.3006,-122.223,0,4
600000,6,643,4,2.5,768.096,3307.08,1,0,0,4,1968,0,98155,47.7751,-122.284,0,3
365000,9,356,2,1.75,387.096,2286,1,0,0,4,1982,0,98074,47.6186,-122.063,0,3
320000,1,643,4,1.75,554.736,2249.7288,1,0,0,5,1962,0,98058,47.4567,-122.171,0,4
670000,4,156,5,3.5,1176.528,2926.08,1,0,3,4,1973,0,98034,47.7139,-122.223,4,3
356000,6,124,3,2.5,484.632,1039.6728,2,0,0,3,2000,0,98065,47.5303,-121.878,0,2
395000,11,156,2,1,265.176,951.2808,1,0,0,4,1923,0,98107,47.6659,-122.369,0,3
1025000,7,840,3,2.75,847.344,1219.2,2,0,2,5,1904,0,98103,47.6565,-122.355,1,4
235000,7,124,3,1,320.04,2337.816,1.5,0,0,5,1955,0,98022,47.2046,-121.996,0,4
730000,4,840,4,3.5,1027.176,1718.4624,2,0,0,3,2001,0,98034,47.7196,-122.223,0,2
490000,11,784,3,2.5,633.984,3667.3536,2,0,0,3,1978,0,98077,47.7455,-122.073,0,2
699900,11,840,4,2.25,725.424,4948.7328,1,0,0,3,1961,0,98008,47.6126,-122.12,0,2
193000,7,356,3,1.5,359.664,2757.8304,1,0,0,3,1960,0,98148,47.4327,-122.328,0,2
730000,2,170,3,2.5,658.368,2684.9832,1,0,0,3,2014,0,98103,47.6994,-122.349,0,2
500000,1,840,4,2.25,716.28,2197.608,1.5,0,0,4,1972,0,98011,47.7407,-122.183,0,3
299000,1,124,4,2.5,594.36,914.4,2,0,0,3,2002,0,98178,47.4977,-122.226,0,2
181000,3,124,2,1.5,219.456,1560.576,1,0,0,3,1954,0,98106,47.5218,-122.357,0,2
575000,11,840,5,2.5,841.248,1219.2,1.5,0,0,3,1926,2014,98122,47.6074,-122.299,0,2
650000,1,620,5,2.25,731.52,4099.56,1,0,0,5,1957,0,98008,47.6007,-122.117,0,4
195000,11,484,2,1,390.144,2396.0328,1,0,0,4,1913,0,98002,47.3007,-122.228,0,3
699950,11,124,2,2.5,728.472,2282.6472,1,0,0,3,2007,0,98053,47.7243,-122.032,0,2
340895,11,840,2,1,280.416,2624.9376,1,0,0,5,1947,0,98155,47.734,-122.301,0,4
1875000,2,250,4,5,1770.888,2267.712,2,0,0,3,2004,0,98033,47.6878,-122.212,0,2
230000,8,356,3,2.25,557.784,3453.6888,1,0,0,3,1965,0,98001,47.2899,-122.287,0,2
320000,1,484,4,2.25,472.44,2310.0792,2,0,0,3,1993,0,98038,47.354,-122.047,0,2
565000,7,76,3,2.75,728.472,3037.6368,1,0,0,5,1977,0,98006,47.5433,-122.185,0,4
178500,8,784,2,1,225.552,1969.008,1,0,0,3,1953,0,98146,47.5077,-122.344,0,2
283000,8,156,3,1,271.272,2560.32,1,0,0,4,1954,0,98056,47.5168,-122.204,0,3
339000,3,840,3,1.5,530.352,6699.504,1,0,0,4,1973,0,98042,47.3644,-122.132,0,3
943500,2,484,3,2.25,722.376,3319.272,2,0,0,4,1980,0,98004,47.5827,-122.197,0,3
570000,2,840,3,2,588.264,3331.1592,1,0,0,3,1964,0,98155,47.7657,-122.272,0,2
325000,9,840,3,2.5,609.6,2196.084,2,0,0,3,1998,0,98003,47.3499,-122.302,0,2
1050000,2,356,3,3,1063.752,1371.6,2.5,0,0,3,1924,0,98102,47.6394,-122.321,0,2
315000,11,484,4,2.5,594.36,982.98,2,0,0,3,2002,0,98178,47.5014,-122.226,0,2
720000,6,840,4,2.25,771.144,1584.96,1,0,1,4,1957,0,98117,47.6985,-122.382,2,3
280300,11,840,2,1,280.416,1524,1,0,0,4,1949,0,98103,47.7008,-122.338,0,3
500000,1,643,3,2.25,521.208,1390.1928,2,0,0,4,1994,0,98029,47.5691,-122.004,0,3
390000,11,484,3,1,362.712,25976.8848,1.5,0,0,5,1935,0,98070,47.365,-122.462,0,4
952990,7,124,4,2.75,1082.04,1998.8784,2,0,0,3,2013,0,98052,47.7076,-122.115,0,2
650000,1,356,4,3,1133.856,17525.6952,1,0,0,3,2003,0,98014,47.6469,-121.897,0,2
280000,11,630,2,1,292.608,1499.616,1,0,0,3,1942,0,98117,47.6946,-122.362,0,2
765000,7,124,4,1,768.096,1676.4,1.5,0,0,5,1912,0,98144,47.5785,-122.292,0,4
159100,6,250,2,1,240.792,2162.556,1,0,0,3,1944,0,98178,47.4928,-122.239,0,2
1280000,9,840,9,4.5,1112.52,1524,2,0,0,3,1915,2010,98105,47.6604,-122.289,0,2
210000,1,840,3,2.5,316.992,805.5864,2,0,0,3,2004,0,98118,47.5165,-122.268,0,2
753000,7,356,3,2.5,935.736,68111.5224,2,0,0,3,2003,0,98053,47.664,-121.993,0,2
287000,9,484,4,1.5,396.24,3063.24,1.5,0,0,3,1963,0,98059,47.4899,-122.116,0,2
476000,1,124,2,2.25,347.472,405.9936,3,0,0,3,1999,0,98103,47.6543,-122.356,0,2
430000,11,484,4,3.75,747.3696,1463.04,2,0,0,3,1936,1994,98055,47.4744,-122.213,0,2
760000,9,630,4,2.5,890.016,2408.2248,2,0,0,3,2004,0,98052,47.7036,-122.125,0,2
281000,3,156,3,1,408.432,6503.2128,1.5,0,0,4,1945,0,98032,47.4023,-122.273,0,3
305000,1,156,4,1.75,670.56,2468.88,1.5,0,0,5,1942,0,98168,47.4945,-122.303,0,4
575575,1,356,3,1.75,462.0768,883.0056,1,0,0,3,1925,0,98103,47.6842,-122.341,0,2
439000,8,124,5,2,795.528,1526.7432,1,0,0,3,1988,0,98117,47.6969,-122.366,0,2
605000,5,643,3,2.25,597.408,3090.3672,2,0,0,3,1984,0,98074,47.6481,-122.061,0,2
339100,8,356,4,2.5,716.28,3247.644,2,0,0,3,1992,0,98092,47.3284,-122.171,0,2
330000,3,840,3,2.25,408.432,1243.584,1.5,0,0,3,1907,0,98144,47.5722,-122.291,0,2
889950,2,356,5,3.5,1127.76,2150.364,2,0,0,3,2014,0,98074,47.5929,-122.057,0,2
629000,5,156,3,2,536.448,1524,1,0,0,5,1920,0,98199,47.6408,-122.403,0,4
386500,8,840,2,1.5,390.144,3374.4408,1,0,0,3,1984,0,98074,47.6351,-122.033,0,2
500000,1,756,3,2.5,591.312,11449.812,1,0,0,4,1987,0,98027,47.4801,-122.063,0,3
442500,1,528,4,2.25,600.456,2408.5296,1,0,0,3,1960,0,98125,47.7249,-122.298,0,2
498000,9,156,3,1.5,524.256,2002.536,1.5,0,0,4,1909,0,98118,47.5284,-122.265,0,3
330000,11,156,3,1.5,438.912,2400.3,1,0,0,4,1968,0,98058,47.4561,-122.148,0,3
1100000,11,840,4,3.75,880.872,1269.1872,2,0,0,3,2013,0,98033,47.676,-122.197,0,2
650000,10,124,4,2.75,615.696,4818.888,1,0,0,4,1967,0,98005,47.5921,-122.155,0,3
345000,1,124,3,1.75,469.392,2105.8632,1,0,0,4,1955,0,98155,47.7451,-122.313,0,3
549000,1,484,4,2.5,886.968,1931.8224,2,0,0,3,2008,0,98059,47.4804,-122.126,0,2
355000,10,826,3,1.75,722.376,2971.8,1,0,0,4,1979,0,98045,47.4459,-121.773,0,3
559950,11,840,3,2.5,646.176,1313.688,2,0,0,3,2001,0,98053,47.687,-122.037,0,2
710000,9,484,4,2.5,829.056,2438.4,1,0,0,4,1955,0,98136,47.5237,-122.391,0,3
485000,9,484,4,1,350.52,780.288,1.5,0,0,3,1909,0,98109,47.6368,-122.355,0,2
650000,1,156,3,1,463.296,3117.1896,1,0,0,4,1951,0,98004,47.5872,-122.196,0,3
975000,11,484,4,2.5,829.056,3367.7352,2,0,0,3,1989,0,98004,47.5815,-122.192,0,2
389000,5,124,4,2.25,649.224,1626.7176,2,0,0,3,2001,0,98019,47.7237,-121.959,0,2
167000,6,156,3,2,463.296,2272.5888,1,0,0,3,1949,0,98166,47.4745,-122.343,0,2
358800,9,124,4,2.5,656.844,2481.072,2,0,0,3,1996,0,98031,47.4204,-122.201,0,2
762450,1,156,4,1.75,783.336,2633.472,1,0,0,4,1958,0,98005,47.5956,-122.172,0,3
336500,9,124,3,2,557.784,3929.1768,1,0,0,3,1994,0,98031,47.3924,-122.192,0,2
330000,11,643,3,2.5,606.552,3046.476,2,0,0,3,1996,0,98198,47.383,-122.305,0,2
1315000,11,724,4,3,871.728,3137.0016,1,0,0,4,1953,1999,98004,47.6286,-122.206,0,3
739000,9,124,3,2.5,856.488,1645.92,2,0,0,3,2005,0,98052,47.7065,-122.118,0,2
885000,11,724,4,2.75,832.104,1085.088,1.5,0,0,3,1921,2007,98115,47.6737,-122.304,0,2
640000,6,756,3,3,475.488,446.8368,3,0,0,3,2006,0,98103,47.6604,-122.352,0,2
582000,9,826,3,2.5,725.424,6053.328,2,0,0,4,1995,0,98056,47.5255,-122.173,0,3
485000,11,76,3,2.5,481.584,1848.612,2,0,0,3,1985,0,98029,47.5692,-122.021,0,2
428400,1,840,4,2.5,807.72,1828.8,2,0,0,3,2000,0,98038,47.3768,-122.028,0,2
249000,11,356,4,2,390.144,2304.288,1,0,0,5,1959,0,98058,47.45,-122.175,0,4
950000,5,156,5,3.25,822.96,1112.52,2,0,2,3,1926,2014,98144,47.5959,-122.291,1,2
633100,4,840,4,2.5,752.856,10151.364,2,0,0,3,1993,0,98053,47.6303,-121.99,0,2
325000,3,484,3,2,509.016,5203.2408,1,0,0,3,1988,0,98014,47.69,-121.913,0,2
792000,6,484,3,2.5,1011.936,3913.632,1,0,0,3,1990,0,98075,47.5783,-121.994,0,2
580000,4,156,3,1.75,640.08,2095.1952,1,0,0,3,1943,0,98115,47.6724,-122.279,0,2
493000,11,784,4,2.5,630.936,1301.496,2,0,0,3,2010,0,98028,47.773,-122.265,0,2
254600,1,76,3,2,448.056,6096,1,0,0,4,1968,0,98002,47.2973,-122.08,0,3
195000,5,643,3,1,384.048,2553.6144,1,0,0,4,1959,1977,98023,47.3274,-122.348,0,3
296000,3,630,2,1,228.6,1426.464,1,0,0,3,1948,0,98117,47.6919,-122.371,0,2
325000,1,840,3,2.5,557.784,2311.908,2,0,0,4,1995,0,98042,47.3893,-122.154,0,3
