precio,tcons,recamaras,tterreno,numban,condicion
1000000,1097.28,6,2948.94,2.75,4
429300,893.0640000000001,6,4861.2552000000005,2.25,4
575000,765.048,4,14339.0112,2.5,3
210000,365.76,4,13277.088000000002,1,3
359000,784.86,4,1440.18,2.5,3
715000,490.728,3,2340.864,1,3
378000,655.32,3,3557.6256000000003,2.5,3
140000,274.32,2,1950.72,1,2
355000,484.632,3,1292.9616,2.5,3
375000,591.312,4,4849.0632000000005,1.75,3
461000,563.88,3,2414.9304,2.25,4
248500,219.45600000000002,2,1572.768,1,3
452000,408.432,2,2468.88,1,3
335000,594.36,4,4096.512000000001,1.75,4
459500,356.61600000000004,2,328.8792,1.5,3
534000,646.176,5,2628.9,1.75,3
349950,652.272,3,2351.532,2.5,3
710000,740.664,3,3489.3504000000003,1.75,5
431000,423.672,2,3819.1440000000002,2,3
225000,402.336,3,1726.692,2,3
225000,429.76800000000003,4,2133.6,1,3
509900,515.1120000000001,3,16330.574400000001,1.75,3
795000,972.312,3,3115.9704,3.5,3
605000,740.664,4,3617.976,2.5,5
785950,771.144,4,1389.8880000000001,3,3
695000,1200.912,5,2980.944,3.25,3
266750,502.92,3,3048,2.25,3
285000,353.56800000000004,3,2135.4288,1.75,4
260000,533.4,3,2133.6,1.5,3
374950,774.192,3,3524.0976,2.5,3
730000,526.6944,2,29245.56,1.75,3
280000,652.272,3,2194.56,2.25,4
506500,576.072,4,2194.56,2.5,4
445000,893.0640000000001,5,1676.4,3,3
295000,475.488,2,13334.3904,1.75,3
289000,588.264,4,2720.34,2.25,4
930000,899.1600000000001,3,1355.1408000000001,3.25,3
957000,722.3760000000001,4,1169.2128,3,3
696500,978.408,5,18720.5112,2.25,3
333000,381,3,2575.56,1,4
653000,926.5920000000001,3,1544.4216000000001,3,3
484000,210.312,1,7084.7712,0,4
575000,524.256,3,1234.44,1.75,5
914154,896.1120000000001,3,1960.1688000000001,3.5,3
2950000,1901.952,5,14471.904,4.75,3
535000,591.312,2,1737.3600000000001,1.5,3
300000,402.336,3,4588.1544,1.5,3
344950,682.7520000000001,4,2286,1.75,4
390000,521.208,3,2715.768,2,5
218000,347.47200000000004,3,2304.288,1,4
560000,1048.512,3,31599.2256,2.5,3
695000,1075.944,4,2195.1696,3.5,3
253000,478.536,3,2260.3968,1.75,4
310000,454.15200000000004,3,2779.7760000000003,1.75,5
539000,579.12,2,1577.3400000000001,1.75,3
415000,807.72,3,2286,1.75,4
597400,737.616,4,1371.6000000000001,2.5,3
320000,701.0400000000001,4,1165.8600000000001,2.5,3
799950,1011.936,4,2264.3592000000003,2.5,3
395000,640.08,5,2925.7752,1.75,3
224000,350.52000000000004,2,4572,1,3
519900,732.4344,4,1881.2256,2.5,3
399950,624.84,3,2863.9008000000003,2,5
449500,740.664,4,60941.712,2,3
245000,445.00800000000004,3,3533.5464,2.5,3
1190000,633.984,2,2472.5376,1.75,4
411000,871.7280000000001,5,3746.9064000000003,1.75,4
1775000,1316.736,3,5859.780000000001,2.25,4
313000,496.824,4,914.4000000000001,1.75,3
535000,719.3280000000001,4,4574.4384,2.5,3
473000,420.624,3,329.4888,3,3
310000,341.37600000000003,1,277.9776,1.5,3
307000,399.288,5,1463.04,1.5,3
450000,411.48,3,3048,1,4
910000,966.216,4,9884.664,2.5,3
800000,774.192,4,6297.7776,3.75,3
327000,493.776,4,1828.8000000000002,1,5
713414,862.5840000000001,3,1828.8000000000002,2.5,3
420000,335.28000000000003,2,337.41360000000003,1.5,3
193000,359.66400000000004,3,2133.6,1.5,4
334500,606.552,3,1125.9312,2.5,3
235000,265.176,2,1965.96,2,4
320000,368.808,2,2145.792,1,3
369950,624.84,4,1372.2096000000001,2.5,3
355000,411.48,2,112323.9816,1,3
880000,466.34400000000005,2,1935.48,1,4
529219,606.552,4,2319.5280000000002,2.25,4
294000,701.0400000000001,5,2316.48,2.75,4
599000,502.92,3,359.66400000000004,1.75,3
674750,789.432,4,2972.7144000000003,2.5,3
599950,816.864,5,4051.4016,2.25,3
272000,573.024,4,1877.568,2.25,3
832500,1045.464,4,10699.089600000001,4,4
302000,271.272,2,1524,1,4
330000,762,4,2879.7504000000004,1.5,4
470950,780.288,3,5004.816,2.5,4
217000,219.45600000000002,2,1450.8480000000002,1,5
264500,481.584,3,4279.392,1.5,3
593000,804.672,5,1341.1200000000001,2.5,5
497950,594.36,4,914.4000000000001,2.5,3
493000,545.592,3,3472.5864,2.25,3
129888,216.40800000000002,2,3017.52,1,3
645500,911.3520000000001,4,2627.9856,2.5,3
620000,716.2800000000001,4,5730.240000000001,1.75,3
210000,365.76,3,2286,1,3
305000,752.856,4,558.0888,2,3
765000,1024.1280000000002,4,4156.2528,2.5,3
275000,460.24800000000005,3,4937.76,1.5,3
472800,560.832,3,2560.32,2.25,3
265000,341.37600000000003,3,268.5288,2.75,3
880000,780.288,4,2426.5128,2.75,4
396000,396.24,3,2523.744,1.5,5
315000,505.968,3,3393.9480000000003,2,3
297000,545.592,4,1627.9368000000002,1.75,4
581000,588.264,2,3413.76,1.75,3
544900,606.552,3,1504.4928,2.5,3
216000,527.304,3,2423.1600000000003,1,4
790000,624.84,3,1243.584,1.75,3
90000,298.704,3,758.952,1,4
560000,615.696,3,3637.788,2.5,4
1035000,1246.632,4,15821.5584,4,3
949000,908.3040000000001,4,12878.7144,2.75,4
2725000,1953.768,4,13361.822400000001,4.25,4
187250,216.40800000000002,2,4480.56,1,5
147500,307.848,3,1997.0496,1.75,3
529000,725.4240000000001,5,27881.8848,2.5,4
675000,630.936,3,863.4984000000001,2.25,3
538000,783.336,3,2207.3616,2.25,3
430000,530.352,3,1463.04,1,3
465000,274.32,3,2648.712,1.5,5
670000,521.208,3,1888.236,1,3
225000,307.848,3,2326.5384,1,4
472000,844.296,3,27218.0304,2,3
250000,219.45600000000002,1,37706.808000000005,1,4
260000,786.384,5,3429,2.5,3
300000,454.15200000000004,3,2194.56,1,3
269950,460.24800000000005,3,1828.8000000000002,2.25,4
725000,585.216,3,1005.84,1.75,4
357000,731.52,3,4270.8576,1.75,3
385000,475.488,3,1813.5600000000002,1.75,4
562000,765.048,3,1584.96,2,5
298900,557.784,3,1878.1776,2.5,3
355000,798.576,3,24031.346400000002,2.5,4
215000,429.76800000000003,3,2564.8920000000003,1.5,4
245000,384.048,3,2427.4272,1.5,4
340000,426.72,4,2552.3952,1.75,3
500000,701.0400000000001,3,1312.7736,2.5,3
543000,637.032,3,2328.672,2.5,3
1222500,1496.568,4,2878.5312000000004,3.5,3
534640,649.224,3,1066.8,2.5,4
880000,649.224,3,10719.5112,2,4
386000,646.176,3,2304.288,2,3
530000,594.36,3,3019.3488,2.5,3
375000,249.936,2,1905,1,4
378500,222.50400000000002,2,2294.5344,1,3
515000,1027.1760000000002,3,5969.508000000001,2.5,3
535000,646.176,3,1243.584,2,3
415000,694.9440000000001,3,1838.2488,2.5,3
625000,822.96,5,6464.1984,2.5,4
315000,950.976,6,1292.352,4,4
165000,259.08000000000004,1,2453.6400000000003,1,2
406500,460.24800000000005,2,1621.2312000000002,1.75,4
731100,627.888,3,2675.5344,2.5,3
325000,853.44,4,1612.6968000000002,3.25,3
310950,618.744,4,1523.0856,2.5,3
597000,646.176,4,1219.2,2,4
284000,435.86400000000003,3,1478.28,1.75,3
270000,377.952,3,4300.728,1,4
540000,640.08,3,6101.486400000001,2.25,3
432000,505.968,3,4572,2.5,4
580000,795.528,4,2346.96,2.25,3
546800,463.29600000000005,4,1801.3680000000002,1.5,3
849000,743.712,4,2450.592,1.5,4
292000,387.096,3,391.0584,2.5,3
520000,658.368,3,1309.7256,2.5,3
239000,414.528,3,1753.8192000000001,2.5,3
218000,490.728,3,2159.2032,2.25,4
473000,493.776,3,3751.7832000000003,2.25,3
249000,534.0096,3,4458.004800000001,1,3
360000,838.2,4,1907.7432000000001,2.5,3
364000,502.92,2,2228.3928,1.5,3
520000,633.984,3,2014.4232000000002,1.75,3
605000,688.8480000000001,4,3627.1200000000003,2.25,3
500000,603.504,4,1371.6000000000001,2,4
575000,600.456,5,3771.9,2.5,3
500000,701.0400000000001,5,2407.0056,2,4
350000,350.52000000000004,3,3924.9096000000004,1,4
224975,292.608,3,3884.6760000000004,1,4
250000,579.12,3,3044.952,2.25,3
356000,286.512,3,721.1568000000001,1,3
208500,268.224,2,1467.3072,1,4
331210,682.7520000000001,4,1463.04,2.5,3
520500,573.024,6,4373.88,2.5,5
364000,368.808,4,2359.152,1,3
750000,838.2,6,2914.8024,1.75,4
420000,533.4,3,2816.0472,2,3
248500,237.744,2,3067.5072,1,4
3200000,1892.808,7,2699.3088000000002,4.5,5
453246,612.648,3,697.0776000000001,2.5,3
1000000,740.664,2,7132.320000000001,1.75,3
327500,326.136,3,2176.272,1,3
609900,972.312,4,2255.2152,2.5,3
1059500,984.504,5,1165.8600000000001,3.25,3
717000,755.904,3,1565.7576000000001,2.5,3
1289000,667.5120000000001,3,3472.8912,2.5,3
320000,289.56,2,1620.3168,1,3
527700,859.5360000000001,5,2857.5,2.5,4
279000,551.688,4,3962.4,2.5,4
199400,268.224,2,1219.2,1,4
205000,286.512,3,2432.304,1,4
550000,752.856,4,1814.7792000000002,2.5,3
699800,725.4240000000001,2,2011.68,2.5,3
657000,932.6880000000001,4,10783.824,2.75,3
495000,783.336,4,3669.4872,1.75,3
294000,402.336,3,2901.6960000000004,1,3
1100000,1389.8880000000001,4,12690.6528,3.5,3
720000,883.9200000000001,5,2903.2200000000003,2.5,3
774900,533.4,5,1176.8328000000001,1,3
490000,615.696,4,1511.808,2.25,3
256950,326.136,2,193.548,2,3
241250,411.48,3,2312.8224,1.75,3
775000,566.928,5,926.5920000000001,1,3
261500,344.42400000000004,3,1097.28,1,3
715000,502.92,3,2217.7248,1.75,4
265000,435.86400000000003,4,1673.352,1.75,5
342000,598.6272,4,1079.2968,2.25,3
390000,298.704,2,1158.24,1,3
360000,323.088,3,1899.5136,1.5,4
815000,609.6,4,1158.24,2.25,3
312500,326.136,2,365.76,1.5,3
309500,408.432,3,4133.088000000001,1.5,3
961500,1191.768,3,4267.2,2.5,3
600000,637.032,4,2221.992,2.5,5
250000,448.05600000000004,4,2259.1776,2,3
324888,658.368,4,8763,1.75,4
1205000,1347.2160000000001,5,4113.8856000000005,4.25,3
315000,579.12,3,2899.5624000000003,2,3
325000,701.0400000000001,3,1889.76,1.75,4
596500,539.496,4,2592.324,2.25,3
352900,377.952,2,576.6816,1.5,3
373000,868.6800000000001,8,3875.2272000000003,3,3
210000,274.32,2,1524,1,5
498000,1036.9296000000002,4,4375.404,2.5,3
681716,960.12,4,2218.0296000000003,2.5,3
427000,676.6560000000001,5,1219.2,2.75,3
492000,844.296,3,12169.749600000001,1.75,4
556000,499.872,3,2266.7976000000003,1.75,3
2400000,1670.304,6,3291.84,4.5,4
292600,463.29600000000005,3,2171.0904,1.5,4
570000,804.672,4,1280.16,2.5,3
367000,609.6,3,3861.5112000000004,1.75,4
610000,637.032,4,2560.32,2.75,4
260000,643.128,4,2740.152,2.5,3
296000,402.336,2,621.792,2,3
705000,554.736,4,1524.3048000000001,2,3
270000,588.264,5,2279.904,1.5,3
615000,826.008,3,1013.7648,3.5,3
432000,472.44,3,2479.2432000000003,1.75,4
317000,307.848,3,1645.92,1,3
275000,579.12,3,2967.8376000000003,1.5,4
842500,780.288,3,1217.9808,2.25,3
680000,548.64,3,1341.1200000000001,2.5,5
865000,826.008,4,1240.2312000000002,2.5,4
270000,509.016,4,2455.4688,2.5,3
115000,329.184,3,2420.7216000000003,1.75,3
294000,381,3,2873.3496,1,3
399000,457.20000000000005,4,1947.0624,1,4
260000,457.20000000000005,3,2255.8248000000003,2.5,3
516000,499.872,2,941.832,1.75,4
500000,694.9440000000001,4,2194.56,2,4
340000,530.352,3,3291.84,1.75,3
162000,445.00800000000004,4,5071.2624000000005,1,4
691000,926.5920000000001,4,3551.2248,3,3
1525000,1783.0800000000002,4,10689.336000000001,3.75,4
132500,259.08000000000004,3,2613.0504,0.75,3
499950,786.384,3,7292.34,2.5,3
392000,719.3280000000001,4,2357.0184,2.25,3
287000,554.736,3,2658.4656,2.5,3
434975,484.632,3,3035.808,2.25,3
485000,731.52,4,3158.9472,2.5,3
550000,981.456,4,2843.1744000000003,2.5,3
530000,435.86400000000003,3,3154.6800000000003,1.75,3
306888,591.312,4,2734.056,1.5,3
1370000,1133.856,4,2880.36,2.75,5
700000,603.504,4,3291.84,1.75,4
310000,451.10400000000004,3,2386.5840000000003,1,3
220000,658.368,4,2439.924,2.5,3
250000,563.88,4,2304.288,2,4
415000,582.168,3,3839.2608,1.75,3
173000,249.936,2,3185.1600000000003,1,4
656500,826.008,4,1447.8000000000002,2,4
754800,844.296,2,2371.6488,2.5,3
880000,923.5440000000001,4,1170.7368000000001,2.5,3
230000,563.88,4,1828.8000000000002,1.75,4
315000,505.968,3,11473.2816,1.75,4
580000,704.0880000000001,7,731.52,2.75,3
198000,396.24,3,1925.7264,1.75,3
506000,640.08,3,64924.8384,2.5,3
650500,713.2320000000001,4,1810.5120000000002,1.75,3
450000,655.32,3,4202.8872,1.75,4
728000,807.72,4,4170.8832,2.5,3
907000,661.416,3,3724.6560000000004,1.75,5
454000,771.144,3,13329.8184,2.5,3
550000,618.744,4,1733.7024000000001,1.75,4
625000,667.5120000000001,4,1103.9856,2,5
299000,569.976,4,2040.0264000000002,2.25,3
560000,874.7760000000001,3,29076.700800000002,2,4
464625,621.792,4,2741.9808000000003,2.75,4
375000,816.864,5,2563.368,3,3
285000,741.8832,4,1341.1200000000001,2.5,3
429000,829.056,5,2474.976,2.5,3
393000,490.728,5,4646.9808,1.75,3
575000,766.2672,3,475.1832,3.5,3
339888,438.91200000000003,4,1872.6912000000002,1.75,5
740000,640.08,3,22172.676,2,4
290000,408.432,3,19384.3656,1.75,4
135900,231.64800000000002,2,1158.24,1,3
515000,426.72,2,1524,1.5,4
385000,780.288,4,1901.3424,2.5,3
185000,390.144,3,1228.6488000000002,1.5,4
2125000,972.312,4,5947.562400000001,2.75,4
538000,685.8000000000001,3,3545.4336000000003,2.5,3
300523,722.3760000000001,3,2084.832,2.5,3
1375000,954.024,4,1371.6000000000001,3.5,3
299500,420.624,3,3314.7000000000003,1,3
710000,981.456,4,5674.7664,2.5,3
147200,432.81600000000003,3,2926.08,1,4
810000,999.744,4,7684.312800000001,2.5,3
435000,810.768,3,5083.149600000001,2,3
499950,886.9680000000001,4,6116.421600000001,2.5,3
374950,603.504,4,3676.4976,2.5,3
699950,679.7040000000001,3,1664.208,3.25,4
450000,512.0640000000001,3,1489.2528,2,3
1060000,1286.256,4,2565.5016,3.5,3
799000,551.688,4,2006.4984000000002,1.5,3
299000,603.504,1,2292.4008,2.5,4
390000,737.616,3,9600.285600000001,2.25,4
625000,646.176,3,3054.4008000000003,2.5,4
348000,722.3760000000001,3,2286,2.5,3
645000,560.832,3,1296.924,1.75,3
505000,548.64,3,2197.608,1.75,3
335000,478.536,3,2194.56,2,4
935000,512.0640000000001,2,297.7896,2.5,3
1264000,1063.752,4,2795.016,3.75,3
550000,603.504,3,12462.357600000001,2.25,4
256883,515.1120000000001,3,1531.6200000000001,2.5,3
137000,289.56,3,2322.576,1,3
653000,697.9920000000001,3,1059.18,2.5,3
559000,630.936,3,1641.6528,1.5,4
699850,819.912,4,1878.7872,3.5,3
402000,441.96000000000004,3,2247.9,1.5,3
479000,374.904,2,284.0736,2.25,3
401000,591.312,4,1753.5144,1,3
530000,710.1840000000001,3,8098.840800000001,2,3
300000,417.576,4,2590.4952000000003,1,3
300000,307.848,2,3632.9112,1,3
300000,637.032,4,1583.4360000000001,2.5,3
2680000,1307.592,5,6231.636,3,4
443000,585.216,3,2506.3704000000002,2.25,4
432000,569.976,3,2157.984,2,4
345000,604.4184,4,1829.4096000000002,2.5,3
1480000,1240.536,3,7924.8,3.5,3
455800,515.1120000000001,3,1397.2032000000002,2.5,3
795000,890.0160000000001,4,9820.351200000001,2.5,5
650000,762,3,15799.6128,2.5,3
835000,768.096,3,2039.112,2.25,5
255000,384.048,3,345.33840000000004,1.75,3
500000,621.792,4,2037.5880000000002,2.5,3
150550,448.05600000000004,4,1847.3928,1,3
393820,356.61600000000004,2,2514.9048000000003,2,3
351000,435.86400000000003,4,2560.32,1,3
597000,752.856,2,1402.0800000000002,1.75,4
215000,490.728,3,1616.6592,1.5,4
320000,643.128,4,4041.648,2.75,4
207200,384.048,4,2560.32,2,3
439000,243.84,2,1554.48,1,3
590000,1127.76,4,3810,2.5,5
206000,524.256,4,2304.288,2,3
331000,329.184,3,398.0688,1.75,3
299950,402.336,3,960.12,2.5,3
220000,502.92,3,2697.48,1.75,3
678940,795.528,5,1243.584,2.25,5
250000,518.1600000000001,3,1828.8000000000002,2.5,3
383000,524.256,3,3057.4488,2.5,3
261000,411.48,3,2342.6928000000003,1.75,3
987500,996.696,4,4803.648,2.25,4
332500,676.6560000000001,4,1438.6560000000002,2.5,3
579000,579.12,4,801.9288,3.25,3
498500,582.168,4,2186.0256,2.5,3
430000,289.56,2,1958.6448,1,3
525000,923.5440000000001,3,1371.6000000000001,2.5,3
548500,554.736,4,2194.56,2,3
360000,755.904,5,2194.56,3,3
384900,941.832,5,3886.2000000000003,2.5,3
870000,707.1360000000001,3,19915.632,2,3
560000,438.91200000000003,3,1524,1,3
300000,332.232,3,3017.52,1,4
1030000,1182.624,3,3991.356,4,3
622500,908.3040000000001,4,2471.0136,2.5,3
244000,277.368,3,1600.2,1,4
278500,591.312,4,1891.5888,2.5,3
384400,514.8072000000001,3,423.0624,3.25,3
339900,713.2320000000001,4,2971.1904,2.5,3
610000,496.824,3,457.20000000000005,1.75,3
525000,877.8240000000001,6,2304.288,3,3
745000,597.408,4,1377.6960000000001,2,3
925000,947.928,4,3481.4256,2.5,3
545000,652.272,3,12244.7304,2.5,4
310000,704.0880000000001,4,2250.6432,2.5,3
287500,685.8000000000001,4,3657.6000000000004,2.25,3
312000,445.00800000000004,2,1828.8000000000002,1,2
1047000,1066.8,4,1219.2,3.5,3
290000,847.344,5,2941.9296,2.5,4
595000,627.888,3,1097.28,1.75,3
217500,326.136,2,2560.32,2,4
521000,615.696,4,11094.720000000001,1.75,4
799000,1002.792,4,6128.613600000001,3.5,3
490000,683.3616000000001,4,11415.0648,2.5,3
475000,582.168,4,2674.6200000000003,1.75,3
735000,944.88,4,1706.88,3.5,3
770000,768.096,4,2573.1216,1.75,4
1088000,1271.016,5,2481.6816000000003,3.75,3
379000,347.47200000000004,3,3145.536,1,4
291500,384.048,3,2926.08,1.75,4
699999,445.00800000000004,2,330.708,2,3
846450,1130.808,4,2283.2568,2.5,3
400000,423.672,3,858.0120000000001,2.5,3
794154,673.6080000000001,4,2607.8688,2,4
311100,649.224,4,2462.1744000000003,2.25,4
749000,813.816,3,3151.0224000000003,2.5,3
295000,420.624,3,2646.2736,2,4
320000,783.336,4,1482.852,2.5,3
595000,1136.904,4,1389.8880000000001,3.25,3
165000,277.368,3,2651.76,1,4
400000,646.176,3,1140.5616,2.5,3
1240420,1764.7920000000001,5,4183.6848,3.25,3
817000,792.48,4,3249.168,2.25,4
207500,356.61600000000004,3,2687.1168000000002,1,4
203000,438.91200000000003,2,2026.92,1,3
590000,466.34400000000005,2,1965.96,1,4
810000,1216.152,4,2389.0224000000003,3,3
537000,679.7040000000001,4,2425.2936,1.75,4
509000,475.488,2,1424.94,2,3
125000,246.888,2,2554.8336,1,4
304000,402.336,2,315.1632,2.25,3
353950,993.648,5,2428.9512,2.25,4
153503,377.952,2,1112.2152,2.5,3
610000,743.712,4,2849.88,2.5,4
129000,231.64800000000002,2,1597.152,1,3
452000,827.8368,4,2392.6800000000003,2.5,3
1010800,1100.328,4,1219.2,3.25,3
480000,874.7760000000001,4,10898.733600000001,2.5,4
843500,1085.088,3,3489.3504000000003,2.5,3
399950,448.05600000000004,3,1367.9424000000001,2.5,5
665000,822.96,3,1536.192,1.75,3
393500,374.904,3,439.21680000000003,1.75,3
525000,701.9544000000001,4,5120.9448,2.5,3
475000,399.288,3,394.4112,2.5,3
256400,454.15200000000004,3,2377.44,1.5,3
245000,411.48,3,2065.02,2.25,3
400800,326.136,4,1752.6000000000001,1,3
355500,719.3280000000001,5,6065.215200000001,2,4
420000,691.8960000000001,4,3657.6000000000004,2.25,4
475000,362.71200000000005,3,365.76,2.25,3
222200,368.808,2,3048,1,3
600000,929.6400000000001,4,2877.3120000000004,1.75,3
441000,469.392,3,2194.56,1.5,3
437500,600.456,3,10698.480000000001,2.25,4
675000,731.52,4,1018.032,3,4
328000,683.3616000000001,3,1463.04,2.5,3
575000,920.4960000000001,4,5428.488,2.5,3
295000,259.08000000000004,3,762,1.5,3
275000,560.832,4,476.0976,2.5,3
241000,448.05600000000004,2,953.4144,2,3
760000,1027.1760000000002,4,3793.8456,2.75,3
485000,752.856,4,10690.2504,2.5,3
299950,569.976,3,2420.7216000000003,2.5,3
989000,1167.384,6,1463.04,4.5,3
275000,618.744,4,2568.2448,2,3
323000,557.784,3,3810,1.75,3
870000,886.9680000000001,5,2903.2200000000003,2.25,4
475000,472.44,3,1235.6592,1.75,4
239000,344.42400000000004,2,4629.912,1,4
787888,786.384,4,6435.852000000001,2.25,4
461100,368.808,2,386.1816,2.25,3
645000,472.44,4,2240.28,1.75,4
705000,798.576,4,3211.3728,2.25,3
189900,243.84,2,1706.88,1,5
525000,554.736,4,2011.68,1.75,5
418000,457.20000000000005,3,5825.642400000001,1.75,3
360000,505.968,3,2926.08,1,3
450000,408.432,2,2209.8,1,4
445000,643.128,3,1463.04,1.75,3
435000,801.624,4,2945.2824,2,4
248000,405.384,3,2996.4888,1.75,3
400000,460.24800000000005,3,2548.128,1.5,3
800000,1402.0800000000002,4,20534.071200000002,2.5,3
1125000,768.096,4,792.48,2.5,5
480000,908.3040000000001,3,2236.6224,2.5,3
335000,356.61600000000004,2,1599.5904,1.5,5
1312000,1228.344,3,1920.24,3.25,3
299900,475.488,3,10675.9248,2.25,3
315000,481.584,3,3491.4840000000004,1.75,4
547000,417.576,2,3059.5824000000002,1,4
590000,475.488,3,73953.3192,1.75,3
510000,387.096,2,1371.6000000000001,1,4
210000,505.968,3,2267.712,1,3
225000,484.632,3,2804.1600000000003,2.25,4
675000,722.3760000000001,4,2950.1592,2.5,3
832600,499.872,4,1280.16,1,3
390000,347.47200000000004,4,1905,1,3
2384000,1112.52,5,2758.44,2.5,5
220000,335.28000000000003,1,1051.8648,1.5,4
212000,310.896,2,464.82000000000005,1.5,3
335000,533.4,4,2583.4848,2.5,4
355000,387.096,2,975.36,1,4
280000,292.608,2,1499.616,1,3
799000,673.6080000000001,3,1920.24,1.5,5
199990,335.28000000000003,3,2609.088,1,3
383000,637.032,3,4572,2.25,3
440000,579.12,3,2202.1800000000003,2.25,3
338000,566.928,5,2743.2000000000003,2,3
1379900,1153.9728,3,11593.9824,3.25,3
915000,978.408,4,2600.5536,2.5,3
224400,326.136,3,2194.56,1.75,3
578000,457.20000000000005,3,1371.6000000000001,1,3
530000,579.12,2,909.2184000000001,2.5,3
359000,512.0640000000001,4,2817.5712000000003,1.75,3
340000,426.72,3,1463.04,2.5,3
118125,240.792,2,2180.2344000000003,1,4
849000,768.096,3,1381.9632000000001,1.75,5
1030000,929.6400000000001,5,2499.36,2.5,4
710000,530.352,4,2743.2000000000003,2,5
607000,856.488,3,3905.4024000000004,2.75,3
910000,880.8720000000001,4,2743.2000000000003,1.5,3
664000,569.976,4,4937.76,2.5,5
286000,512.0640000000001,3,1524,2.5,3
270000,460.24800000000005,3,3113.532,2,4
313000,460.24800000000005,3,3160.4712,1,4
372000,710.1840000000001,4,4320.54,2.75,3
715000,783.336,4,2432.304,2.5,3
365500,618.744,4,1371.2952,2.5,3
965000,1240.536,4,17552.5176,2.5,3
357000,822.96,4,15065.654400000001,2.75,4
275000,393.192,2,2755.6968,2,3
415000,914.4000000000001,1,62402.3136,2,3
784950,865.6320000000001,4,1288.3896,2.75,3
860000,1167.384,4,3049.5240000000003,3.25,3
305000,501.7008,3,3783.7872,2.25,3
215000,341.37600000000003,2,399.8976,1.5,3
334000,609.6,3,2202.1800000000003,2.25,4
550000,853.44,3,3231.7944,2.5,3
580000,502.92,2,2980.944,1,3
730000,713.2320000000001,4,1524,1.5,3
166000,307.848,3,3558.54,1,3
459950,938.1744,5,1941.8808000000001,2.75,3
1795000,1606.296,5,5252.3136,3.25,3
490000,853.44,4,3291.84,2.25,3
335000,527.304,3,4572.914400000001,1.75,3
768000,810.768,3,3330.8544,2.5,3
685000,807.72,4,7695.5904,2.5,3
682000,646.176,5,1219.2,2.25,4
250000,204.216,2,1414.2720000000002,1,3
300000,457.20000000000005,3,4495.8,1.5,4
427000,438.91200000000003,2,220.98000000000002,1.5,3
811000,569.976,3,3016.6056000000003,1.75,4
485000,627.888,2,822.96,1.75,3
408000,432.81600000000003,3,2438.4,1,3
512500,490.728,3,2194.56,1.75,3
473000,1331.976,4,11336.4264,3.5,3
390000,204.216,2,3506.724,1,3
685000,923.5440000000001,4,2396.9472,2.5,3
480000,1167.384,5,10668,4.75,3
391500,585.216,3,2933.7000000000003,2.5,3
190000,192.024,2,1828.8000000000002,1,3
856000,1103.376,5,1676.4,3.25,3
272000,512.0640000000001,3,2594.4576,2.5,3
397000,499.872,3,3575.304,1.75,5
196900,387.096,3,2286,1,3
311500,591.312,4,3088.5384000000004,2.5,3
965000,1002.792,4,1694.3832,3.5,3
435000,944.88,4,1432.2552,2.5,3
518000,780.288,4,4572,1.75,3
516000,777.24,4,2651.1504,3.5,3
348450,594.36,4,2629.8144,2.5,3
980000,682.7520000000001,4,3363.1632,2.25,3
610685,768.096,4,1835.8104,2.5,3
490000,475.488,3,2818.4856,1.75,3
330000,673.6080000000001,4,1807.1592,2.5,3
615000,917.4480000000001,4,2104.0344,2.5,3
205000,356.61600000000004,3,2511.2472000000002,1.75,3
588000,566.928,3,1456.0296,2,5
315500,569.976,3,2560.32,1.75,3
522000,864.1080000000001,4,2011.0704,2.5,3
390000,591.312,4,3688.0800000000004,1.5,3
1378000,1569.72,5,3727.704,3.5,3
311000,637.032,4,3549.396,2.5,3
1950000,1225.296,4,5713.476000000001,2.75,4
332000,701.0400000000001,4,1366.1136000000001,2.5,3
301500,429.76800000000003,3,2261.3112,1,3
345000,694.9440000000001,4,2496.3120000000004,2.5,3
1086000,862.5840000000001,3,1841.2968,3,3
815000,1036.3200000000002,3,3792.3216,2.5,3
365000,338.32800000000003,3,298.3992,2.25,3
406250,777.24,4,3512.5152000000003,3.25,3
700000,499.872,3,1399.0320000000002,1.75,5
302000,719.3280000000001,5,2634.0816,1.75,5
605000,536.448,2,1524,1.75,4
190000,423.672,3,2346.96,1.75,5
465000,438.91200000000003,3,1363.3704,2.5,3
425000,426.72,5,1545.6408000000001,1.75,3
630000,573.024,3,670.5600000000001,3,3
334200,429.76800000000003,3,13808.0496,1.75,3
607000,640.08,4,2505.456,2.5,4
587100,509.016,3,1954.9872,2.25,4
751000,850.392,4,1992.7824,2.5,3
291000,256.03200000000004,2,263.0424,1,3
560000,493.776,3,2286,2.75,5
487000,789.432,3,4283.0496,2,5
1247000,551.688,1,1545.336,1.25,4
660000,542.544,3,526.9992,2.5,3
623000,826.008,4,14948.611200000001,2.5,3
440000,704.0880000000001,4,1525.2192,2,3
405000,390.144,3,3543.3,1,4
375000,469.392,3,2708.148,2,5
529000,713.2320000000001,3,2354.2752,1.75,3
509900,545.592,3,822.96,2.5,3
484000,505.968,2,1828.8000000000002,1.75,3
370000,655.32,3,2584.704,1,3
1040000,1188.72,4,2557.5768000000003,3.5,3
319000,423.672,3,3908.4504,1,4
700000,618.744,3,2559.7104,2.5,4
560000,505.968,4,1429.5120000000002,1,3
